clean_tweet	airline_sentiment
americanair ok received email registration team thanks lot	positive
americanair delay counter take valid cac card valid id needed tsa precheck pass	negative
americanair right give email write	negative
americanair called reservation still waiting someone call back	negative
americanair confirmed flight done thanks nothing	negative
americanair necessary confident excellent flight staff make appropriate report	positive
americanair thank best could get rebooked agent phone amp addtl resolution dm much appreciated	positive
americanair email phone call nothing screwed flight family friends flights cancelled flighted reservations	negative
americanair care could someone call explain going	negative
hey americanair automated call hang reschedule cancelled flighted flights via web come	negative
americanair service rep happened yet honestly fed sick notice flight got cancelled flighted	negative
americanair help flight dallas cancelled flightled morning cle hold hours need booked next flight	negative
americanair hotel tonight expect pay even money money supposed get call back	negative
americanair flight dallas sfo cancelled flighted get anything else tomorrow put	negative
americanair possible call system refuse callers twelve hours service options leave	negative
americanair understand bit wait called pm get call back pm cool	negative
americanair pathetic answer found bag sitting lga hours call lmk delivery bag bad	negative
americanair stranded miami automated system keeps hanging two days help	negative
americanair flight cancelled flighted word ground staff	negative
americanair mwangbickler apologize frustrations michael rebooked got call back hours bad	negative
americanair trying register since want separated brother hours flight places left	negative
americanair trying get thru agent since last night b c aa changed flight days infuriating need get sea	negative
americanair called last night hrs got call back get one day pass admirals club going spending hrs dfw	negative
americanair get guys respond tweets dm really sad feeling ignored	negative
americanair still waiting call back stranded one talk	negative
americanair karen riedel rock star employee miracle worker really appreciated help morning	positive
americanair trying talk customer service add lap child get hold anybody need help	negative
americanair active aly thx already iberia website seat reservation unavailable hopefully call	negative
americanair merger usairways usairwis cluster inefficiency misinformation going done	negative
americanair kaha would nice could actually talk reserv team hangs since last night	negative
americanair one checkpoint open jfk terminal ridiculous	negative
americanair wow flight crew shows mins flight catering aa nice treat customers	negative
americanair miss saying goodbye friend cause crappy service swear never hear end americanairlines	negative
americanair absolutely false stmt comedy errors incl catering etc getyouracttogether	negative
americanair see report team	negative
americanair hours still call back hung automated system americanairlines	negative
americanair bet make screw right things need bag job grounded today painandsuffering	negative
americanair last thing want deal w mon already waited suggested wait time hope get call back asap	negative
americanair get automated system hangs finally get message call back hours	negative
americanair emrey says agents busy try back late flightr	negative
americanair file loc tjycqh bag airport since last nite scheduled get pu unt aft u shld b ashamed disgusted w u	negative
americanair remained hold hrs resolve flight schedule amp system hung unhappycustomer	negative
americanair two days trying reach americanairlines customer service change flight	negative
americanair death dear friend heart broken americanairlines heated	negative
americanair spent hour trying check use military id luggage messed boarding pass amp forced line	negative
americanair customer service via phone person stone wall giant middle finger painted	negative
americanair days call bag anyone pick call held ph til holding insane help	negative
americanair way ruin vacation brother called night multiple places line get dead air call back	negative
americanair trying change flight hang ppl bc call volume high joke right	negative
americanair thanks reflight booking problems flight leaving luggage nyc unbelievable	negative
americanair thank	positive
americanair love american airlines	positive
americanair reservation phone system actually works know number unreachable callbacks dead air	negative
americanair told flights amp cancelled flightled seem date time changes waiting call	negative
americanair v nice give breakfast voucher airport almost got whole drink	positive
americanair husband amp complain flight gets voucher get nothing flew biz email	negative
americanair date revieving money sent letter post several emails reply frustrated	negative
americanair running hours behind replying anyone via twitter beyond unacceptable running time	negative
americanair sure made stand line outside plane ready board could sitting inside	negative
americanair even get one knew anything bag ridiculous still bag saturday	negative
americanair thank mr parker screwing chairman preferred fly aa firstclass option treated like crap staff	negative
americanair thinks good cs get everyone gate flight wait bc plane ready http co rxmjwoo qi	negative
americanair poor experience day ord chkin emp w cust waiting asked speak w supervisor told min mtg	negative
americanair trying reach american airlines since last evening cancelled flight flights worst customer service ever	negative
americanair cruel amp unusual cancelled flight flight w notice amp make someone stay hold min amp listen ad loop	negative
americanair please help rebooked incorrectly flight cancelled flightled please fix flt tuesday	negative
americanair days since contacted customer relations surf fail baggagedrama http co cs hrqq	negative
americanair eventually call got sure changed thank lot though	positive
americanair night someone please help need flt fixed please	negative
americanair tried day disconnected due heavy call volume	negative
americanair thanks good back safely see soon	positive
americanair hey happening aa zurich jfk appears squawked landed london heathrow	negative
americanair got call saying flight cancelled flightled checked online cancelled flightled near bad weather job interview	negative
americanair worstcustservice contingency plans extra workers bad weather hours hold ridiculous	negative
americanair want know regarding connecting flights since st cancelled flightled could assistance	negative
americanair please stop changing flights spring break th time	negative
americanair school trip including sleep airport different standby flights good	negative
americanair customer service inferior nationalized third world nation airline get together	negative
americanair cancelled flight flight jfk delay us hours lost bags worst airline ever	negative
americanair flight aal declared state emergency squawking	negative
americanair want thank guys hour delay flight aa jfk due staff shortage weather	negative
americanair delayed hours chicago still managed lose bag really happy	negative
americanair rubbish social media air two hours late flight better cancelled flightled	negative
americanair yes manage lose two bags horrendous airline	negative
americanair thanks guys got heading milan wednesday big week aa family	positive
americanair fligth somthing talk	negative
americanair interested possibly changing flight another day need see fees number busy	negative
americanair understand busy still gotten answer need get home guys helped	negative
americanair yet called baggage status times yesterday	negative
americanair thanks charge anything end good	positive
americanair usairways wonderful fc fa flight pre dawn nice start day	positive
americanair hold two hours waiting hours earlier get info reservation ok	negative
americanair nickcunningham except wait time phone system hangs continuing hold help	negative
americanair lga already time pulled flight qqbmug feel free look many flights reticketed	negative
americanair loganex except call get message trust tried	negative
americanair westjet rep anything lost luggage never even checked westjet lost	negative
americanair waited airport two days get home weather relate flightd dealt horrible customer service finally switched	negative
americanair ignoring purpose sad enough automated system hang	negative
americanair need talk get full refund trip call center offers assistance	negative
americanair wont find luggage without blaming everyone else	negative
americanair aa usair elite members one big disappointment way treated epicfailure	negative
americanair love get agent phone automated system hangs	negative
americanair called abt flight cancelled flightlation flight cancelled flightled sunday two calls okay	negative
americanair thank worst experience ever airline hope embarrassed airline pathetic	negative
americanair british airways weeks ago today arrived miami still bag absolute disgrace	negative
americanair going homeless place stay tonight respond go back sleep	negative
americanair clue place stay	negative
americanair really dm verify booked hotel extra night kinda unsettling get call	negative
americanair extra night stay san juan check	negative
americanair hey got call saying flight rescheduled get anyone see providing hotel	negative
americanair emeyerson ggreenwald wait bag go walmart get need tomorrow morning	negative
americanair calling different offices already still sign baggage first time american air	negative
americanair cowboycerrone apologise frustrations amp disappointment terrible service blameshiftoverload	negative
americanair got worked postpone trip pay extra though easy poor graduate student	negative
americanair best talk agent reschedule cancelled flighted flight one answers aa know busy need help thanks	negative
americanair want waste time airline already robbed hours day definitely	negative
americanair might urgent really	negative
americanair france two days without changing clothes nothing keep warm please locate bag send	negative
americanair flight jfk las first catering late flight push back crew hrs delay	negative
americanair flight cancelled flighted nd time reach agent reschedule call	negative
americanair two coats bag france coat walking around shirt one clean pair	negative
americanair bag still miami cannot located loose bag like tag everything	negative
americanair visiting sju returning paris checked bag gate sju arrived paris nothing	negative
americanair speaking languages paid us line left min hold without answer latinamerican solved min	negative
americanair yep one camera memory card	positive
americanair terrible flights cancelled flighted hold past hours never	negative
americanair certainly hope la pbi th new plane seats feb th flight reverse god awful	negative
americanair hs students ithaca ny stuck miami flts xld u rebook get kids home use carrier alliance rulesshouldbend	negative
americanair hands worst airline travel really really fucking bad	negative
americanair phone line open hold hours check agents cannot help airport please help	negative
americanair sense charge bag service service great losing luggage missing items bs	negative
americanair sheer incompetence reigning dfw today plane gd runway doubt	negative
americanair yes make home means happy always chosen aa st choice flying rethinking	negative
americanair still waiting dm response sloooowresponses	negative
americanair robinreda stop paris embarrassment	negative
americanair robinreda stuck two days airport something pretty normal positive find plane europe	negative
americanair highly disappointed baggage service merge usairways guys lost st bag missing items	negative
americanair landed hours late flight need wait twenty minutes gate patience none incompetence	negative
americanair finally called back spoken like worst prank call ever	negative
americanair wait times hours talk exec plt agent going	negative
americanair one time upgrade first class luggage open missing valuable items replaced upset	negative
americanair still reply email sent th february even sent email asking acknowledgment recieved nothing	negative
americanair flight cancelled flighted trying get chicago justynmoro gonna flying flight travel	negative
americanair working time tonight got delayed days sju could worse	negative
americanair allow hold problem	negative
americanair worst airline world yousuck horrible oscars	negative
americanair usairways add insult injury guys misplaced bag believe pay money treated poorly	negative
americanair connecting flight dfw cancelled flightled need get ind tomorrow way get sorted holding h	negative
americanair would like reimbursed shuttle denver diversion hours sitting plane mech problems	negative
americanair please reply mess rebook twice	negative
americanair hold hrs call bk either family trying get hdn dfw flight direct need new info plz	negative
americanair flight tomorrow cancelled flighted guys keep letting	negative
americanair thanks champagne aa ord nrt celebrate tokyomarathon finish http co ij xl tkx	positive
americanair beyond confused would offer earlier flight cancelled flightled asked tues please fix	negative
americanair mex need fly new york city tomorrow new flight tuesday unacceptable please help	negative
americanair mom flight tomorrow cancelled flighted w notice phone system said callback hours need go bed	negative
americanair trying reach advantage department add number recent flight	negative
americanair going keep tweets coming till aa something know nothing hoping go way likely	negative
americanair make sure u insure luggage assholes aa take fricken responsibility amp believe lies	negative
americanair everyone weeks amp dickheads aa contacted lost checked bag amp carryon offer pay	negative
americanair arent callings going thru doesnt wait anything automated stuff messed	negative
americanair flying us air changes cancelled flightations leading today big finale unacceptable	negative
americanair thanks apology bit late flight cancelled flighting flight hrs advance due weather ridiculous	negative
americanair cancelled flightled flight tomorrow without telling want rebook please help book new flight call	negative
americanair word failure means act instance failing proving unsuccessful lack success nonperformance something due	negative
americanair offer automated call back option agent available call amp sit hold onholdfordays	negative
americanair phone number supervisor speak regarding travels today	negative
americanair hanging customers chance callback failure customer service est one answer	negative
americanair think priority member wonder treat plebes know rewards card cancelled flightling immediately	negative
americanair past hours call volume high one take call cancelled flight itinerary youredoingitwrong	negative
americanair worst airline cancelled flight flight let know wait hold mins told enter callback middle night	negative
americanair guys give helping people phone tree hangs flight tomorrow connection pending	negative
americanair called back put hold midnight literally want know getting home getting help	negative
americanair flight delayed hours one americanairlines counter tell husband flight help	negative
americanair happens many times upsetting see poorly airline treats customers	negative
americanair seriously reps available take phone calls even platinum	negative
americanair overall lack attention foresight managing flights	negative
americanair stuck plane landing crew unable figure	negative
americanair also hold minutes customer service find new flight scheduled bc site sucks	negative
americanair yes without bags first class tickets tahiti would nice saying	negative
americanair err hour wait time exec plat line	negative
americanair even say anything hours hold one ever sucked much http co ncrmqibiwo	negative
americanair flight cll let check please help importantflight	negative
americanair agent sent family diff planes dfw late flight due delay cancelled flighted plane started fail	negative
americanair finally got call aa automated voice hung called back amp says hours	negative
americanair hold another hour still nothing cancelled flighted flight supposed six hours stranded	negative
americanair offered flight phl tuesday ask booked houston instead austin	negative
americanair running battery chargers clothes coat contact lenses need mtg tom need help pathetic service	negative
americanair flight mem dca delayed hours holding breath keep trapped hours de ice scareair	negative
americanair stuck airplane way phl houston passengers frustrated makes want avoid airline	negative
americanair bag turned thanks useless call centre useless website	negative
americanair flight phl austin cancelled flighted headed houston delayed pay rent car drive hrs austin	negative
americanair understand weather issues understand notified cancelled flightlation realize late flight	negative
americanair u deliver luggage almost two days holding phone hrs help	negative
americanair whoooo hooooo crossed current pace reach year	positive
americanair lost luggage hours holding hrs phone wtf treat loyal passengers stranded	negative
americanair waiting three hours talk someone rebook flight due weather call back service actually work	negative
americanair service received us rude well expectations airline frustrating	negative
americanair please dm way get touch someone help platinum aa considering quitting aa bc	negative
americanair thanks following think fair refund ticket price two one way rental cars buy	positive
americanair friend scheduled close together lax reimbursed costing hrs amp	negative
americanair understood thanks anyway	positive
americanair going since take option gave type refund	negative
americanair today yyz bit bag issue cleared beautifully thank check	positive
americanair sounding like got bitch slapped juliasinton	negative
americanair tomorrow flight cancelled flightlations dfw aa flights posted lax	negative
americanair gate agent jan l phoenix least able get younger daughter seated near wife thank	positive
americanair hold international award reservations almost hours keeps calling going	negative
americanair someone actually either call back help figure getting home	negative
americanair early frontrunner best airline oscars	positive
americanair get home	negative
americanair hanging customers high volume customer service tried resolve via dm still waiting bad aafail	negative
americanair told would emailed received anything yet follow	negative
americanair good catching p flight tonight thanks response	positive
americanair interesting agent told sadly another booked passenger make gate push back made	negative
americanair flight cancelled flightled website refers hangs auto rebooked really horrible company	negative
americanair sitting bird aa hrs dfw tarmac water would nice manners	negative
americanair need know flight cancelled flightled speak anyone help	negative
americanair calling hours reschedule flight dfw due weather even let stay hold	negative
americanair thanks best staying night dallas new trial detroit via atlanta tomorrow assuming cancelled flightlations	negative
americanair customer service disgrace	negative
americanair joanna wonderful job thank	positive
americanair got gate time watch plane push back minutes needed glad relatives nearby	negative
americanair first flight cancelled flightled hold hours need information getting none help	negative
americanair get new crystal ball cancelled flight flights weather hits rebook flight looking like nights hotel	negative
americanair yes shows cancelled flightled amp asks contact number	negative
americanair thanks really open pm every day way check open going way thanks	positive
americanair toby hates lol	negative
americanair thanx replying dm sent	positive
americanair put fact gate supervisor tried come communicate us	negative
americanair anymore	negative
americanair need change flight cs telling take call change online please help flight week	negative
americanair call aa even get hold help	negative
americanair lies lies lies worst travel experience life day clothes vaca lostluggage unprofessional pit mia	negative
americanair arminrosen ggreenwald tell piece shit get fucked fly exclusively life	negative
americanair continued contacting phone reps hours still unable get absurd livid	negative
americanair thanks	positive
americanair dfw gate bmi agent seriously beyond incompetent never flying aa avoided fail pathetic	negative
americanair hotel thank	positive
americanair almost million miles w u loyal u r u going reciprocate joke	negative
americanair thank holding apologize delay answering call speak representative please continue hold	negative
americanair weather involved	negative
americanair dogbuckeye hold hours diff agents w different information frustrating kept getting txfd	negative
americanair still hold wondering hours minutes counting servicefail onholdforever suboptimal	negative
americanair never seen incompetency gate agent years business travel dfw b gate agent needs training new job	negative
americanair nrosenb says changes made online	negative
americanair hey cancelled flightled flight get someone phone rebook hour wait minimum get service	negative
americanair ft tus dfw w cx lga tomorrow cancelled flighted hrs far waiting call back need get nyc	negative
americanair usairways meals also us company care customers truly disgraceful	negative
americanair far best example worst company cowboycerrone	negative
americanair usairways cost day vacation hotel stay day dog boarding day airport parking	negative
americanair got bags morning thanks	positive
americanair joanna wonderful new flight booked friendly helpful agent stressful day thank	positive
americanair usairways way spoken dfw mia employees truly disgusting save pain fly anyone else	negative
americanair home amp hr late flight thanks service centre plan involved flight legs across na full days	negative
americanair thx losing bag hard care bag w priority u cont care ep	negative
americanair ok worries thanks straight story appreciated	positive
americanair destination waiting hours missing second flight luggage made flight though	negative
americanair luggage forgot mia oscar	negative
americanair cost day vacation got rude woman tell go another country figure get	negative
americanair really help cowboycerrone getting ton bad publicity right willneverflywithyou	negative
americanair lost lesliewolfson luggage flight yesterday morning miami newyork lga response luggage hrs ltr	negative
americanair wow helpful	positive
americanair nlrphoto beautiful photos thx would marketing dept interested buying	positive
americanair made worries guys good tonight even put espn coachmack flight firstclass	positive
americanair answering fast mean hanging every call	negative
americanair least automated message gives info merger w usairways another airline know avoid	negative
americanair hr wait became hr one claimed sent email yeah never happened flydelta	negative
americanair hrs wait phone worst customer services b trying know suitcase way angry	negative
americanair take care cowboycerrone flight screw ups	negative
americanair wht n experience w aa reservations service tried patient rep disconnects aa u record conv	negative
americanair info cancelled flightled flight tomorrow morning dfw get calls speak anyone	negative
americanair ticks	negative
americanair thanks info super large passengers extra seat mr big needed one sitting already customerservice	negative
americanair today yrs longer preferred airline	negative
americanair thanks two hours go inflight hotel hang dfw travel delays aa team	negative
americanair appreciate system busy call automated system hang helpful	negative
americanair next time flight cancelled flightled appreciate indication email text carrier pigeon app even warn check	negative
americanair nope rebooked	negative
americanair platinum flying usair stranded clt answering phones rebook please help	negative
americanair aa paulo taking today colleagues tell us thing	negative
americanair change flights enough operators handle calls unacceptable americanairlines	negative
americanair lot plate flight dealing cancelled flightlations weather tonite important know respond	positive
americanair flight delayed flight sold seat flight strand phx three hours thanks memories	negative
americanair paid extra seat amp monitor work aa refund seat conf mdbeei mcmullen	negative
americanair nice would helpful flight attendants instead rude nasty ones employ whyareyouyelling	negative
americanair yes however seats assign us day never together want sit husband impossible	negative
americanair almost days still frozen thanks doll	negative
americanair line people rebook mia virtual hold rebook line hangs call back http co upaz ef dl	negative
americanair found flight tomorrow cancelled flightled amp got queue callback hours ago still nothing get rebooked	negative
americanair thanks canned response makes look like care customers sure twitter users fall	negative
americanair yes able get push notification via app logged trip email text	negative
americanair cowboycerrone ratchet airway	negative
americanair check reservation joe watson kelsey jennings hold hours waiting call back eta	negative
americanair new spiritairlines worse taking greyhoundbus americanairlines nocustomerservice fail	negative
americanair flight tomorrow slc dfw aa cancelled flighted help get	negative
americanair odds bag picked someone another country says located yet	negative
americanair better right thing take care cowboycerrone els losing business	negative
americanair waiting call back two hours jan die tomorrow cancelled flightled options	negative
americanair one staff desk queuing hr	negative
americanair even worse time responded tweets took two flights five hours quickest response	negative
americanair top online record unavailable well get anyone phone	negative
americanair ex boyfriend picks calls cancelled flightedflight nocustomerservice americanairlines fail	negative
americanair hey aa suggestion note seat maps seats electronics box blocking legroom aa http co hcnn wxqqr	negative
americanair still selling tickets rebooked people arrive destinations time	negative
americanair really need anything saw mentions often negative keep good work gratitude	positive
americanair americanview sweet home chicago http co j iclv dts	positive
americanair ltaljx dca oma morning staff helped fix problem helpful goodthingscome thanks	positive
americanair ti oh shiz minutes wait first hour barrier unbelievable	negative
americanair wow americanair still screw n stuff	negative
americanair checked app said flight moved back day explanations answer number	negative
americanair employees racist	negative
americanair pathetic customer service bag tags barcodes computers response yet located	negative
americanair hope takes hours get home take flight cancelled flightled staff plane	negative
americanair souljacoy aa going fix utterly embarrassing customer service even answer dang phone	negative
americanair yet next terminal customer service area	negative
americanair gets better passengers rebooked direct airlines whereisthelove whybeaaff	negative
americanair need speak real person flight cancelled flightled explanation hold hours	negative
americanair let seriously unhappycustomer	negative
americanair duanenclark ever think prepared bringing people anyone business sense aa	negative
americanair wait hours talk someone changed flight	negative
americanair due gate agents missed connecting flight mexico city happy customer aa let correct	negative
americanair point u need tell passengers going jfk waiting get flight mess	negative
americanair rude agent listen anything would say clearly fit sizer	negative
americanair seriously want wait hours flight prepare family funeral	negative
americanair gate agents dfw gate b pathetic tonight terrible communication stories changing apathetic	negative
americanair worried bag went san dca hours reunion organized breeze http co uoaryq pu	negative
americanair tryin use voucher book flight last days lines busy plse help flight may go	negative
americanair yes thanks checking cramped got amp made safely flying back tomorrow pm http co csddccmvbd	positive
americanair worst airline ever travel worst equivalent dirt	negative
americanair great flight experience sfo jfk dare say consistent high quality legacy airline keep guys	positive
americanair pretty bad dfw updates two flights behind doors open breeze america airlines workers http co mbk mdnw	negative
americanair great thank	positive
americanair yes auto rebook confirmed outbound departs return flight fire software programmers	negative
americanair getting calls calls seem drop instantly alternate avenue resched support	negative
americanair supposed arrive destination tonight american rebooks wednesday staying	negative
americanair usairways food hour flight columbus phoenix starving pissed eat go go	negative
americanair jal cathay pacific online	negative
americanair missed one gate marshall us rent car amp drive hrs thanks	negative
americanair pilot told us would release bags well offer hotel vouchers neither happened	negative
americanair understanding able many flights chose one	negative
americanair hey disappointed time traveling worst experience times flight delayed	negative
americanair minutes	negative
americanair trouble getting rebooked	negative
americanair understand feeling cranky called aa bag tracker number heard bag located	negative
americanair aa jfk las	negative
americanair willing hold agent helpful keep hanging americanairsucks hiremorepoeple	negative
americanair trying speak agent whole day cancelled flightled flight	negative
americanair need go frm tpa mci tmrw amp connection thru dfw cancelled flightled u connect thru diff city hold hrs	negative
americanair hints get stay connected rearrange weather relate flightd cancelled flights hours w nothing	negative
americanair gate agent minutes let us plane wtw grounds crew hope ready cover delay	negative
americanair even get someone phone great story media	negative
americanair jason end missing connection please see dfw agents assistance nope taken yet still	negative
americanair finally made chicago hours late flight get food voucher wait per hr never good bye	negative
americanair instead putting burden customers right thing get gate agents	negative
americanair guys dfw stuck gate half hour pull slide	negative
americanair plz kys sitting plane hour want leave	negative
americanair weve today courtesy allow passenger oxgen tank sit bad business	negative
americanair cancelled flightled flight first priority ticket bumped losing customers people furious	negative
americanair finally got someone phone worries	negative
americanair say going help us give number call recording w hour wait time	negative
americanair ok pilots looking agents jumped flt dfw crazy	negative
americanair trying book past need arrive still selling seats day trying travel	negative
americanair get bags us said would go cincinnati even though exactly	negative
americanair really ashamed entire business class cabin empty almost first class	negative
americanair could get us flight minutes funeral starts stranded dallas w luggage days	negative
americanair cancelled flightled flight tomorrow informing today booked one days customer service	negative
americanair thanks note flights cancelled flightled aircraft runways working dfw today tomorrow	negative
americanair knew going leave hours waiting hurry	negative
americanair tried headed funeral cincinnati people even tell us could get standby	negative
americanair even give option hold say lines busy plz try late flightr	negative
americanair writing detailed letter experience today never experienced awful cs ever	negative
americanair delay nothing personnel combative point saying hury plane leaving	negative
americanair delta rerouted bags onto aa mia cur see made onto flight	negative
americanair would nice agents least courteous since delay aa fault	negative
americanair private msg provide details u really need customer svc training staff	negative
americanair let flt know coming gate crew yet arrive let us flt dfw	negative
americanair guys really improve service experience site personnel one worst experiences	negative
americanair expedia killing hours get human help	negative
americanair ticket agent servicing least people line waiting hour half phones hang people	negative
americanair yeah rebooked tomorrow morning extremely disappointed miss wedding	negative
americanair americanview new paint scheme looks great usairways http co gt umhbh	positive
americanair thanks call cancelled flightled flight flight booking problems tues good weather caused leave early	negative
americanair plane jfk gt sfo sitting hours waiting push crew acceptable	negative
americanair waiting pick coming hours http co nopq xisbs	negative
americanair hey flight dfw stuck gate gate agent plane full people missing connections	negative
americanair driving across dfw mins half fucking way texarkana shouldhavedriven	negative
americanair tell flights xna dfw cancelled flightled tomorrow morning already	negative
americanair thank update	positive
americanair pathetic service	negative
americanair oh get better apparently making us wait gate psych need de ice coming gate	negative
americanair situation jfk evening going get better worse cancelled flight flight like yesterday h delayed	negative
americanair ya u sitting plane	negative
americanair know control weather control treat customers shafted	negative
americanair tried talk someone almost hrs cancelled flightled flight pick phone pathetic amp sad	negative
americanair several hrs late flight characters cheers though	negative
americanair wife flight cancelled flightled told call one answers book flight help us please	negative
americanair way happy find acceptable could speak human maybe would happen	negative
americanair hi flight dfw cancelled flightled tonight called left number call back hrs please help	negative
americanair aa landed pm miami waiting gate someone team help us	negative
americanair bags baggage claim c c flt see plane take min	negative
americanair one call centre know busy right really need speak agent computer	negative
americanair guys fail need use voucher ticket online yourphonesystemsucks	negative
americanair shout ground crews working cold thanks amp social media team customer service	positive
americanair fortunately flight waiting area impressed w handled stressful situation	positive
americanair hold hrs cancelled flighted flt phl dfw need assistance	negative
americanair thanks marie reflight booking problems friends cali bound thanks sweet angel blessed	positive
americanair flights buffalo well flight cancelled flightled	negative
americanair cancelled flightled flight buffalo weather lied us said airlines cancelled flightled	negative
americanair dropping ball catering plane switch gate attendant hours late flight really nice	negative
americanair flight vcp jfk delayed cancelled flighted	negative
americanair hats admiral lounge attendant yyz terminal gave banana toddler none avail elsewhere	positive
americanair drop luggage hours flight ridiculous	negative
americanair timely bags missed flight people need undies next morning	negative
americanair tried book us another airline wish flown stuck fl til weds	positive
vanessaannz seriously hate americanair since accommodate due inclemental weather disruptions lol funny	negative
americanair gotta worse delta w time departures rushed back terminal c flight strtd boarding	negative
americanair car gng dfw pulled hr ago icy roads hold aa since hr reach arpt aa wat	negative
americanair told pm bags would house pm well continue lied	negative
americanair answer reservation line nice service may stuck	negative
americanair agents voice activated system working right email cancelled flightlation lots problems	negative
americanair flt tomorrow moved need moved tuesday roads better flight thanks	negative
americanair valid circle pacific itineraries booked either always makes us dest invalid last leg	negative
americanair trying add tsa pre check number reservation online see option nosecuritylines	negative
americanair poorest trained employees desks even started discuss lostluggage yet	negative
americanair none sample itineraries actually booked http co mf rabgn every last leg back us says invalid	negative
americanair booked tuesday night degrees alabama right good stay warm safe	positive
americanair plot thickens plane ground crew get us gate apparently weather large numbers	negative
americanair number even let wait next customer rep frustrating talk humans	negative
americanair happened get notification departure cancelled flightation tomorrow take hrs talk someone	negative
americanair derekc surprise ba registered system getting hopeful lets step okay	negative
americanair unfortunately true robot apologizes hangs get help	negative
americanair thanks reply functioning plane four hours ago way staff friendly tho	positive
thank sending details americanair pretty handy dandy info http co fvlxirh f lookforwardtoflywithaa	positive
americanair aa ignored	negative
americanair fyi twice tried call someone free thing times called picked hung	negative
americanair number called let speak agent issues weather today	negative
americanair usually raving service lax nbr helper figure hang coat serve drink f	negative
americanair mo tvida know reservations team hr callback time	negative
americanair absolute terrible service schedule minute layover let someone plane door closed	negative
americanair miss flight american airlines gave ticket well passengers tickets away fault	negative
americanair really want get home tonight preferably please stop delaying plane americanairlines	negative
americanair profiting billions throwing crap people put american hurting brand	negative
americanair never witnessed covert tactics airline	negative
americanair cancelled flightled wife flight call service even let us going hours	negative
americanair happen put us gear jeopardy steps take protect customers items	negative
americanair issues based weather things control issues based negligence	negative
americanair worst air experience ever first plane yet	negative
americanair dai president good luck dfw evening aa	positive
americanair cancelled flightled flight twelve hours maybe heard aa rep point	negative
americanair hold hours got agent immediately txfd change cncdld flight told would min min late flightr waiting	negative
americanair awesome customer service rdu snuck wife warm cookie thx	positive
americanair flight attendants aa spectacular fed entire cabin food coach keep serving vile food	negative
americanair cinedrones wish team member would pick phone point let alone courteous helpful	negative
americanair seriously pls pls bring people help us still flights ord frm dfw want http co cjsvssqf	negative
americanair carlw followed dm please respond concern really disappointed customer service	negative
americanair add get go work tomorrow like wait late flightr cs sucks	negative
americanair thought guys done messing make worse airline ruins hopes dreams	negative
americanair approaching three hours sitting plane ground dfw americanairlines flight oscar performance	negative
americanair useless baggage service called tell us would bags maybe midnight	negative
americanair makes small improvements retains program win keep crappy food change advantage lose	negative
americanair aa cancelled flightled flight without courtesy notifying us alternatives poor	negative
americanair loaded luggage plane hour delayed flight	negative
americanair spent flight could gone united mileage program sucks	negative
americanair plz bring agents dfw aa cstmr srvc ctr gates agents ppl http co ucveu hurz	negative
americanair food served aa vile gross entire cabin eat meal survey flight crew another gross	negative
americanair bags arent even loaded plane flight	negative
americanair never got update worst communication u flight delay mechanical word poorservice	negative
americanair looks like best hope guess us air think get miles alaska sucks	negative
americanair navy sisters flight cancld get agent called back put hold amp discnct help	negative
americanair wife amp infant daughter aa abi dfw en route delayed hold aa rdu connect	negative
americanair anxious see care customers inconvenienced cancelled flightledflight	negative
americanair also problem calling us airlines send automatic call email rebook courtesy	negative
americanair handle customers needs cancelled flightled flight number leads quick goodbye sad	negative
americanair upset cannot select seats tuesday flight online phone terrible customer service please help	negative
americanair already amp automated voice told us wait hours yet call back	negative
americanair changed aadvantage travel plans amp called get help sea ur busy amp hangs gives	negative
americanair yes tomorrow work though really mad situation	negative
americanair whenever cheat goes horribly wrong promise stray anymore talking delta	negative
americanair praywinn understaffing looks like labor slowdown weather incompetence disregard customer	negative
americanair need help reservation purchased americanair operated usairways get	negative
americanair flight dfw lit tomorrow cancelled flightled next pls advise help	negative
americanair taking calls need change flight	negative
americanair flight reserved tomorrow cancelled flightled cancelled flight reservation get full refund	negative
americanair thanks fa shawn spectacular service flt lhrdfw fa susan warm engaging onboard welcome	positive
americanair choose seat online booked priceline smh	negative
americanair really delay told engine needed troubleshot makes person paranoid	negative
americanair overweight flight sold tickets seats know let call	negative
americanair jfk flight boston delayed min waiting catering boarding flight lax waiting hour wtf	negative
americanair yes says reservation cannot retrieved time also never got email aa saying flight cancelled flightled	negative
americanair help cancelled flightled flight like book another flight hold minutes counting	negative
americanair ended flight la fourth time standby thanks http co na g eakpa	positive
americanair waiting hold hour	negative
americanair thanks carry guys insisted checked gate missing till late flight tomorrow morning	negative
americanair ok thanks letting know appreciate responses	positive
americanair spoke soon min late flightr still waiting bags load sympathy would appreciated least	negative
americanair thanks show	positive
americanair well done taken fun air travel phlairport	negative
americanair worries even though talking seat assignment	positive
americanair trying call day get hung every time guys horrible	negative
americanair jameswester see james dedicated inbound phone lines telephones eat billions profits	negative
americanair sitting plane hrs gate due computer sys issue point cancelled flight flight ridiculous phlairport	negative
americanair cjdjpdx valid response multinational corp whose profits measured billions stop understaffing	negative
americanair kaps international airline experienced record profits last quarter staff call center	negative
americanair great seats aircraft	positive
rudeness poor customers service job requirement americanair waiting hrs still even seen one plane	negative
americanair aa flight attendant freaks leaves aircraft passengers react h delay cattle treatment surreal	negative
